,location,total_sqft,bath,price,bhk
6178,Sarjapur  Road,1846.0,3.0,155.0,3
6179,Sarjapur  Road,1846.0,3.0,145.0,3
6180,Sarjapur  Road,1750.0,3.0,215.0,4
6181,Sarjapur  Road,1157.0,2.0,74.0,3
6182,Sarjapur  Road,1308.0,2.0,75.0,2
6183,Sarjapur  Road,1929.0,3.0,103.0,3
6184,Sarjapur  Road,1700.0,3.0,110.0,3
6185,Sarjapur  Road,1770.0,3.0,180.0,3
6186,Sarjapur  Road,1476.0,2.0,98.94,3
6187,Sarjapur  Road,1308.0,2.0,83.0,2
6188,Sarjapur  Road,1592.0,3.0,91.0,3
6189,Sarjapur  Road,1691.0,3.0,120.0,3
6190,Sarjapur  Road,1150.0,2.0,77.0,2
6191,Sarjapur  Road,1965.0,3.0,120.0,3
6192,Sarjapur  Road,2275.0,4.0,180.0,3
6193,Sarjapur  Road,1680.0,3.0,160.0,3
6194,Sarjapur  Road,1755.0,3.0,122.0,3
6195,Sarjapur  Road,1418.0,2.0,78.0,2
6196,Sarjapur  Road,1115.0,2.0,60.0,2
6197,Sarjapur  Road,1725.0,3.0,90.0,3
6198,Sarjapur  Road,1157.0,2.0,75.0,3
6199,Sarjapur  Road,1525.0,2.0,87.0,3
6200,Sarjapur  Road,1700.0,3.0,118.0,3
6201,Sarjapur  Road,1346.0,2.0,71.32,2
6202,Sarjapur  Road,1300.0,2.0,70.0,3
6203,Sarjapur  Road,715.0,1.0,29.0,1
6204,Sarjapur  Road,1230.0,2.0,94.5,2
6205,Sarjapur  Road,1750.0,3.0,99.0,3
6206,Sarjapur  Road,1145.0,2.0,62.0,2
6207,Sarjapur  Road,1500.0,3.0,88.0,3
6208,Sarjapur  Road,1200.0,2.0,93.0,2
6209,Sarjapur  Road,1660.0,3.0,116.0,3
6210,Sarjapur  Road,4334.0,2.0,338.0,4
6211,Sarjapur  Road,1826.0,3.0,125.0,3
6212,Sarjapur  Road,1929.0,4.0,103.0,3
6213,Sarjapur  Road,1550.0,2.0,89.0,3
6214,Sarjapur  Road,1320.0,2.0,115.0,2
6215,Sarjapur  Road,3692.0,5.0,340.0,5
6216,Sarjapur  Road,3044.0,3.0,183.0,3
6217,Sarjapur  Road,1163.0,2.0,62.0,3
6218,Sarjapur  Road,3004.0,4.0,158.0,3
6219,Sarjapur  Road,1877.0,4.0,150.0,3
6220,Sarjapur  Road,1984.0,4.0,145.0,3
6221,Sarjapur  Road,1229.0,2.0,70.0,2
6222,Sarjapur  Road,1342.0,2.0,70.0,2
6223,Sarjapur  Road,1711.0,3.0,110.0,3
6224,Sarjapur  Road,1050.0,2.0,62.0,2
6225,Sarjapur  Road,1320.0,2.0,100.0,2
6226,Sarjapur  Road,1350.0,2.0,102.0,2
6227,Sarjapur  Road,2990.0,4.0,240.0,4
6228,Sarjapur  Road,1457.0,3.0,85.0,3
6229,Sarjapur  Road,1700.0,3.0,135.0,3
6230,Sarjapur  Road,1685.0,3.0,135.0,3
6231,Sarjapur  Road,1350.0,2.0,68.0,2
6232,Sarjapur  Road,1200.0,3.0,70.0,3
6233,Sarjapur  Road,1691.0,3.0,119.0,3
6234,Sarjapur  Road,3800.0,3.0,325.0,4
6235,Sarjapur  Road,1200.0,3.0,95.0,3
6236,Sarjapur  Road,984.0,2.0,55.0,2
6237,Sarjapur  Road,1846.0,3.0,140.0,3
6238,Sarjapur  Road,1050.0,2.0,63.5,2
6239,Sarjapur  Road,1691.0,3.0,98.0,3
6240,Sarjapur  Road,1200.0,2.0,75.0,2
6241,Sarjapur  Road,539.0,1.0,45.0,1
6242,Sarjapur  Road,1693.0,3.0,125.0,3
6243,Sarjapur  Road,3750.0,6.0,290.0,4
6244,Sarjapur  Road,1262.0,2.0,67.0,2
6245,Sarjapur  Road,1700.0,3.0,93.5,3
6246,Sarjapur  Road,1060.0,2.0,55.0,2
6247,Sarjapur  Road,3900.0,4.0,300.0,4
6248,Sarjapur  Road,1455.0,2.0,98.0,3
6249,Sarjapur  Road,1850.0,3.0,140.0,3
6250,Sarjapur  Road,950.0,1.0,39.9,1
6251,Sarjapur  Road,1826.0,3.0,130.0,3
6252,Sarjapur  Road,5400.0,4.0,750.0,4
6253,Sarjapur  Road,1233.0,2.0,77.65,2
6254,Sarjapur  Road,1155.0,2.0,58.0,2
6255,Sarjapur  Road,1435.0,3.0,90.0,3
6256,Sarjapur  Road,1819.0,3.0,100.0,3
6257,Sarjapur  Road,1819.0,3.0,100.0,3
6258,Sarjapur  Road,5400.0,3.0,700.0,3
6259,Sarjapur  Road,2070.0,4.0,160.0,3
6260,Sarjapur  Road,1660.0,2.0,116.0,3
6261,Sarjapur  Road,1691.0,3.0,113.0,3
6262,Sarjapur  Road,1700.0,3.0,108.0,3
6263,Sarjapur  Road,2425.0,5.0,201.0,4
6264,Sarjapur  Road,1215.0,2.0,110.0,2
6265,Sarjapur  Road,1900.0,4.0,180.0,3
6266,Sarjapur  Road,1539.0,3.0,85.0,3
6267,Sarjapur  Road,1489.0,2.0,82.0,3
6268,Sarjapur  Road,1845.0,4.0,110.0,3
6269,Sarjapur  Road,2180.0,3.0,170.0,3
6270,Sarjapur  Road,1700.0,3.0,194.0,3
6271,Sarjapur  Road,2900.0,3.0,285.0,3
6272,Sarjapur  Road,835.0,1.0,46.95,1
6273,Sarjapur  Road,1280.0,2.0,76.0,2
6274,Sarjapur  Road,4000.0,5.0,600.0,4
6275,Sarjapur  Road,1750.0,3.0,110.0,3
6276,Sarjapur  Road,5400.0,4.0,725.0,4
6277,Sarjapur  Road,1763.25,3.0,98.0,3
6278,Sarjapur  Road,2720.0,5.0,210.0,3
6279,Sarjapur  Road,3785.0,6.0,280.0,4
6280,Sarjapur  Road,1084.0,2.0,55.0,2
6281,Sarjapur  Road,2650.0,3.0,260.0,3
6282,Sarjapur  Road,1241.0,2.0,82.0,2
6283,Sarjapur  Road,534.0,1.0,19.65,1
6284,Sarjapur  Road,1826.0,3.0,130.0,3
6285,Sarjapur  Road,1263.0,2.0,78.0,2
6286,Sarjapur  Road,2600.0,3.0,200.0,3
6287,Sarjapur  Road,1200.0,3.0,70.0,3
6288,Sarjapur  Road,1797.0,4.0,95.0,3
6289,Sarjapur  Road,1580.0,3.0,125.0,3
6290,Sarjapur  Road,685.0,1.0,40.0,1
6291,Sarjapur  Road,1550.0,2.0,98.0,3
6292,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
6293,Sarjapura - Attibele Road,829.0,2.0,22.8,2
6294,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
6295,Sarjapura - Attibele Road,740.0,1.0,23.65,1
6296,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
6297,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
6298,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
6299,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
6300,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
6301,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
6302,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
6303,Sarjapura - Attibele Road,3750.0,6.0,295.0,5
6304,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
6305,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
6306,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
6307,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
6308,Sarjapura - Attibele Road,1800.0,4.0,110.0,4
6309,Sector 2 HSR Layout,1095.0,2.0,85.41,2
6310,Sector 2 HSR Layout,1332.0,2.0,101.0,2
6311,Sector 2 HSR Layout,1143.0,2.0,65.0,2
6312,Sector 2 HSR Layout,1146.0,2.0,55.0,2
6313,Sector 2 HSR Layout,1231.0,2.0,66.0,2
6314,Sector 2 HSR Layout,1450.0,2.0,135.0,3
6315,Sector 2 HSR Layout,1665.0,3.0,110.0,3
6316,Sector 2 HSR Layout,794.0,1.0,60.0,1
6317,Sector 2 HSR Layout,1296.0,2.0,75.0,2
6318,Sector 2 HSR Layout,794.0,1.0,65.0,1
6319,Sector 7 HSR Layout,1760.0,3.0,160.0,3
6320,Sector 7 HSR Layout,1342.0,2.0,115.0,2
6321,Sector 7 HSR Layout,1162.0,2.0,98.77,2
6322,Sector 7 HSR Layout,1760.0,3.0,145.0,3
6323,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6324,Sector 7 HSR Layout,1760.0,3.0,142.0,3
6325,Sector 7 HSR Layout,1200.0,4.0,275.0,3
6326,Sector 7 HSR Layout,3900.0,3.0,300.0,3
6327,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6328,Sector 7 HSR Layout,2400.0,2.0,195.0,3
6329,Sector 7 HSR Layout,1760.0,3.0,185.0,3
6330,Seegehalli,1134.0,2.0,45.0,2
6331,Seegehalli,1553.0,3.0,68.0,3
6332,Seegehalli,3000.0,5.0,335.0,3
6333,Seegehalli,1096.0,2.0,41.0,2
6334,Seegehalli,2400.0,4.0,240.0,3
6335,Seegehalli,800.0,1.0,50.0,2
6336,Seegehalli,1639.0,3.0,120.0,3
6337,Seegehalli,1176.0,2.0,50.0,2
6338,Seegehalli,1830.0,4.0,82.0,3
6339,Seegehalli,920.0,2.0,27.0,2
6340,Seegehalli,3000.0,4.0,240.0,3
6341,Seegehalli,4000.0,3.0,235.0,3
6342,Seegehalli,901.0,2.0,35.14,2
6343,Seegehalli,1155.0,2.0,72.0,2
6344,Seegehalli,3000.0,4.0,235.0,3
6345,Seegehalli,1683.0,3.0,80.0,3
6346,Seegehalli,1200.0,2.0,62.0,3
6347,Seegehalli,1118.0,2.0,37.5,2
6348,Seegehalli,4700.0,5.0,800.0,4
6349,Shampura,375.0,2.0,26.0,1
6350,Shampura,2800.0,5.0,95.0,7
6351,Shampura,1400.0,3.0,70.0,3
6352,Shampura,1475.0,3.0,78.0,3
6353,Shampura,700.0,1.0,35.0,2
6354,Shampura,1187.0,2.0,42.0,2
6355,Shampura,2650.0,4.0,150.0,4
6356,Shampura,1700.0,3.0,75.0,3
6357,Shampura,1200.0,2.0,53.0,2
6358,Shivaji Nagar,850.0,2.0,55.0,2
6359,Shivaji Nagar,3820.0,1.0,306.0,1
6360,Shivaji Nagar,1300.0,3.0,170.0,3
6361,Shivaji Nagar,703.0,2.0,49.5,2
6362,Shivaji Nagar,1460.0,2.0,90.0,3
6363,Shivaji Nagar,2200.0,2.0,110.0,2
6364,Shivaji Nagar,2176.0,3.0,348.0,3
6365,Shivaji Nagar,1226.0,2.0,60.0,3
6366,Shivaji Nagar,1554.0,3.0,130.0,2
6367,Shivaji Nagar,600.0,1.0,65.0,2
6368,Singasandra,1010.0,2.0,40.0,2
6369,Singasandra,1440.0,2.0,65.0,3
6370,Singasandra,600.0,1.0,45.0,1
6371,Singasandra,1653.0,3.0,85.0,3
6372,Singasandra,1465.0,2.0,60.0,2
6373,Singasandra,1300.0,2.0,65.0,2
6374,Singasandra,600.0,2.0,36.5,2
6375,Singasandra,1010.0,2.0,29.5,2
6376,Singasandra,1139.7,2.0,45.0,2
6377,Singasandra,1375.0,2.0,58.0,2
6378,Singasandra,600.0,1.0,45.0,1
6379,Singasandra,1100.0,2.0,52.0,2
6380,Singasandra,3850.0,6.0,195.0,4
6381,Singasandra,1476.0,2.0,73.0,3
6382,Singasandra,1179.0,2.0,56.0,2
6383,Singasandra,1030.0,2.0,55.0,2
6384,Singasandra,1120.0,2.0,60.0,2
6385,Singasandra,1510.0,3.0,75.0,3
6386,Singasandra,1099.0,2.0,37.5,2
6387,Singasandra,1416.0,2.0,67.0,2
6388,Somasundara Palya,1185.0,2.0,75.0,2
6389,Somasundara Palya,1186.0,2.0,72.0,2
6390,Somasundara Palya,1033.0,2.0,48.0,2
6391,Somasundara Palya,1178.0,2.0,73.0,2
6392,Somasundara Palya,1650.0,3.0,95.0,3
6393,Somasundara Palya,1185.0,2.0,70.0,2
6394,Somasundara Palya,2400.0,3.0,140.0,4
6395,Somasundara Palya,1200.0,2.0,75.0,2
6396,Somasundara Palya,1329.0,2.0,70.0,2
6397,Somasundara Palya,1178.0,2.0,78.0,2
6398,Somasundara Palya,1174.0,2.0,74.0,2
6399,Somasundara Palya,1448.0,2.0,68.0,2
6400,Somasundara Palya,2372.0,3.0,140.0,3
6401,Somasundara Palya,1255.0,2.0,67.0,2
6402,Somasundara Palya,1260.0,2.0,60.0,2
6403,Somasundara Palya,1140.0,2.0,46.0,2
6404,Somasundara Palya,1186.0,2.0,76.0,2
6405,Somasundara Palya,1650.0,3.0,126.0,3
6406,Sompura,1025.0,2.0,37.0,3
6407,Sompura,825.0,2.0,33.0,2
6408,Sompura,825.0,2.0,32.0,2
6409,Sompura,1350.0,3.0,65.0,3
6410,Sompura,1350.0,2.0,47.0,3
6411,Sompura,1090.0,2.0,28.0,2
6412,Sompura,1275.0,3.0,59.0,3
6413,Sompura,1025.0,2.0,48.0,3
6414,Sompura,1126.0,2.0,39.0,2
6415,Sompura,1360.0,2.0,45.0,3
6416,Sompura,1020.0,2.0,41.0,2
6417,Sonnenahalli,1268.0,2.0,75.0,3
6418,Sonnenahalli,614.5,1.0,30.715,1
6419,Sonnenahalli,1011.0,2.0,50.53,2
6420,Sonnenahalli,1011.0,2.0,59.0,2
6421,Sonnenahalli,605.0,1.0,40.0,1
6422,Sonnenahalli,1100.0,2.0,44.0,2
6423,Sonnenahalli,896.0,2.0,43.75,2
6424,Sonnenahalli,1610.0,3.0,80.48,3
6425,Sonnenahalli,1157.0,2.0,42.0,2
6426,Sonnenahalli,1484.0,3.0,75.0,3
6427,Sonnenahalli,1484.0,3.0,74.18,3
6428,Sonnenahalli,1120.0,2.0,43.0,2
6429,Sonnenahalli,605.0,1.0,30.24,1
6430,Sonnenahalli,1268.0,2.0,73.0,2
6431,Sonnenahalli,1268.0,2.0,58.0,2
6432,Sonnenahalli,1059.0,2.0,62.0,2
6433,Sonnenahalli,1268.0,2.0,56.0,2
6434,Subramanyapura,929.0,2.0,49.0,2
6435,Subramanyapura,1260.0,2.0,80.0,3
6436,Subramanyapura,958.0,2.0,33.53,2
6437,Subramanyapura,929.0,2.0,50.17,2
6438,Subramanyapura,1313.0,2.0,73.0,2
6439,Subramanyapura,975.0,2.0,58.0,2
6440,Subramanyapura,1313.0,2.0,66.5,2
6441,Subramanyapura,950.0,2.0,55.0,2
6442,Subramanyapura,960.0,2.0,55.0,2
6443,Subramanyapura,929.0,2.0,56.0,2
6444,Subramanyapura,958.0,2.0,34.49,2
6445,Subramanyapura,929.0,1.0,51.0,2
6446,Subramanyapura,975.0,2.0,65.0,2
6447,Subramanyapura,975.0,2.0,63.0,2
6448,Subramanyapura,1260.0,2.0,108.0,2
6449,Subramanyapura,1255.0,2.0,79.0,3
6450,Subramanyapura,1260.0,2.0,73.0,3
6451,Subramanyapura,1260.0,2.0,76.0,3
6452,Subramanyapura,1050.0,2.0,41.0,2
6453,Subramanyapura,929.0,2.0,48.0,2
6454,Subramanyapura,1278.0,3.0,70.0,3
6455,Subramanyapura,1277.0,2.0,55.0,2
6456,Subramanyapura,1260.0,2.0,75.0,3
6457,Subramanyapura,1200.0,2.0,52.0,2
6458,Subramanyapura,1000.0,2.0,45.0,2
6459,Subramanyapura,1880.0,3.0,110.0,3
6460,Subramanyapura,985.0,2.0,62.5,2
6461,Subramanyapura,985.0,2.0,58.0,2
6462,Subramanyapura,975.0,2.0,65.0,2
6463,Sultan Palaya,5000.0,5.0,325.0,4
6464,Sultan Palaya,900.0,2.0,45.0,2
6465,Sultan Palaya,1009.0,2.0,65.0,2
6466,Sultan Palaya,1070.0,2.0,49.0,2
6467,Sultan Palaya,1800.0,8.0,175.0,6
6468,Sultan Palaya,1700.0,3.0,120.0,3
6469,Sultan Palaya,870.0,2.0,65.0,2
6470,Sultan Palaya,1713.0,3.0,125.0,3
6471,Sultan Palaya,2200.0,3.0,80.0,4
6472,Sultan Palaya,1100.0,2.0,40.0,2
6473,Sultan Palaya,1100.0,2.0,45.0,2
6474,TC Palaya,1000.0,2.0,70.0,2
6475,TC Palaya,1152.0,2.0,55.0,2
6476,TC Palaya,1500.0,2.0,100.0,3
6477,TC Palaya,1082.0,2.0,64.0,2
6478,TC Palaya,900.0,2.0,55.0,2
6479,TC Palaya,1200.0,2.0,65.0,2
6480,TC Palaya,1100.0,2.0,65.0,2
6481,TC Palaya,1475.0,3.0,98.0,3
6482,TC Palaya,1200.0,2.0,66.0,2
6483,TC Palaya,900.0,2.0,55.0,2
6484,TC Palaya,1000.0,2.0,64.0,2
6485,TC Palaya,4800.0,3.0,302.0,4
6486,TC Palaya,1800.0,2.0,80.0,2
6487,TC Palaya,1200.0,2.0,70.0,2
6488,TC Palaya,900.0,2.0,55.0,2
6489,TC Palaya,1350.0,1.0,55.0,1
6490,TC Palaya,1200.0,2.0,70.0,2
6491,TC Palaya,1200.0,2.0,65.0,2
6492,TC Palaya,900.0,2.0,55.0,2
6493,TC Palaya,1200.0,2.0,60.0,2
6494,TC Palaya,900.0,2.0,55.0,2
6495,TC Palaya,1500.0,2.0,120.0,3
6496,TC Palaya,900.0,2.0,55.0,2
6497,TC Palaya,1240.0,2.0,60.0,2
6498,TC Palaya,1500.0,2.0,75.0,2
6499,TC Palaya,2400.0,6.0,370.0,6
6500,TC Palaya,1126.0,2.0,39.4,2
6501,Talaghattapura,1868.0,3.0,135.0,3
6502,Talaghattapura,1856.0,3.0,135.0,3
6503,Talaghattapura,1575.0,3.0,80.0,3
6504,Talaghattapura,1062.0,2.0,42.48,2
6505,Talaghattapura,1100.0,2.0,32.0,2
6506,Talaghattapura,1868.0,3.0,121.0,3
6507,Talaghattapura,2099.0,3.0,134.0,3
6508,Talaghattapura,951.0,2.0,30.43,2
6509,Talaghattapura,2106.0,3.0,148.0,3
6510,Talaghattapura,1868.0,3.0,131.0,3
6511,Talaghattapura,1175.0,2.0,62.0,2
6512,Talaghattapura,2106.0,3.0,126.0,3
6513,Talaghattapura,1868.0,3.0,120.0,3
6514,Talaghattapura,1804.0,3.0,115.0,3
6515,Talaghattapura,2273.0,3.0,159.0,3
6516,Talaghattapura,1090.0,2.0,27.24,2
6517,Talaghattapura,1804.0,3.0,127.0,3
6518,Talaghattapura,2265.0,3.0,159.0,3
6519,Talaghattapura,2099.0,3.0,147.0,3
6520,Talaghattapura,1150.0,2.0,28.0,2
6521,Talaghattapura,2106.0,3.0,126.0,3
6522,Talaghattapura,1856.0,3.0,135.0,3
6523,Talaghattapura,2254.0,3.0,170.0,3
6524,Talaghattapura,1100.0,2.0,50.0,2
6525,Talaghattapura,2038.5,3.0,122.0,3
6526,Talaghattapura,1040.0,2.0,33.28,2
6527,Talaghattapura,921.0,2.0,29.47,2
6528,Talaghattapura,1100.0,2.0,49.49,2
6529,Talaghattapura,1856.0,3.0,135.0,3
6530,Talaghattapura,1800.0,3.0,84.0,3
6531,Talaghattapura,3554.0,4.0,340.0,3
6532,Talaghattapura,2273.0,3.0,145.0,3
6533,Talaghattapura,2254.0,3.0,170.0,3
6534,Talaghattapura,2254.0,3.0,153.0,3
6535,Talaghattapura,2038.5,3.0,120.0,3
6536,Talaghattapura,921.0,2.0,29.47,2
6537,Talaghattapura,2254.0,3.0,170.0,3
6538,Thanisandra,1917.0,3.0,110.0,3
6539,Thanisandra,1245.0,2.0,83.05,2
6540,Thanisandra,2127.0,3.0,135.0,3
6541,Thanisandra,1261.0,2.0,80.0,3
6542,Thanisandra,1800.0,3.0,90.0,3
6543,Thanisandra,776.5,2.0,48.145,1
6544,Thanisandra,2030.0,4.0,125.0,3
6545,Thanisandra,1697.0,3.0,114.0,3
6546,Thanisandra,1265.0,2.0,78.0,2
6547,Thanisandra,1698.0,3.0,125.0,3
6548,Thanisandra,2695.0,4.0,188.0,4
6549,Thanisandra,1411.0,3.0,93.15,3
6550,Thanisandra,1698.0,3.0,107.0,3
6551,Thanisandra,934.0,2.0,55.0,2
6552,Thanisandra,1380.0,1.0,62.1,1
6553,Thanisandra,1056.0,2.0,75.0,2
6554,Thanisandra,933.0,2.0,58.0,1
6555,Thanisandra,1847.0,3.0,123.0,3
6556,Thanisandra,1262.0,2.0,65.0,3
6557,Thanisandra,2336.5,3.0,115.89,3
6558,Thanisandra,1183.0,2.0,77.3,2
6559,Thanisandra,747.0,1.0,34.355,1
6560,Thanisandra,1743.0,3.0,93.25,3
6561,Thanisandra,2259.0,5.0,135.0,4
6562,Thanisandra,1093.0,2.0,72.0,2
6563,Thanisandra,1296.0,2.0,83.0,2
6564,Thanisandra,1702.0,3.0,107.0,3
6565,Thanisandra,923.0,1.0,60.84,1
6566,Thanisandra,1183.0,2.0,77.25,2
6567,Thanisandra,1732.0,3.0,85.73,3
6568,Thanisandra,1702.0,3.0,130.0,3
6569,Thanisandra,510.0,1.0,25.25,1
6570,Thanisandra,1595.0,3.0,96.0,3
6571,Thanisandra,1996.0,4.0,123.0,3
6572,Thanisandra,1595.0,3.0,110.0,3
6573,Thanisandra,1719.0,3.0,135.0,3
6574,Thanisandra,1276.0,2.0,75.0,2
6575,Thanisandra,445.0,1.0,28.0,1
6576,Thanisandra,1056.0,2.0,68.0,2
6577,Thanisandra,1595.0,3.0,120.0,3
6578,Thanisandra,1732.0,3.0,85.73,3
6579,Thanisandra,693.0,1.0,34.3,1
6580,Thanisandra,1697.0,3.0,115.0,3
6581,Thanisandra,2087.0,4.0,139.0,3
6582,Thanisandra,3600.0,9.0,125.0,8
6583,Thanisandra,1917.0,4.0,113.0,3
6584,Thanisandra,784.0,1.0,35.285,1
6585,Thanisandra,662.0,1.0,42.0,1
6586,Thanisandra,933.0,2.0,66.0,2
6587,Thanisandra,1427.0,3.0,120.0,3
6588,Thanisandra,1965.0,4.0,125.0,3
6589,Thanisandra,1948.0,3.0,130.0,3
6590,Thanisandra,1917.0,4.0,130.0,4
6591,Thanisandra,1690.0,3.0,125.0,3
6592,Thanisandra,2280.0,4.0,184.0,3
6593,Thanisandra,1265.0,2.0,72.0,2
6594,Thanisandra,933.0,2.0,55.0,2
6595,Thanisandra,1436.0,3.0,74.75,3
6596,Thanisandra,1702.0,3.0,115.0,3
6597,Thanisandra,965.0,2.0,56.0,2
6598,Thanisandra,1305.0,2.0,90.0,2
6599,Thanisandra,1922.0,3.0,106.0,3
6600,Thanisandra,965.0,2.0,67.0,2
6601,Thanisandra,760.0,1.0,50.3,1
6602,Thanisandra,1411.0,3.0,93.25,3
6603,Thanisandra,662.0,1.0,45.0,1
6604,Thanisandra,1546.0,3.0,95.0,3
6605,Thanisandra,1098.0,2.0,68.0,2
6606,Thanisandra,1098.0,2.0,74.0,2
6607,Thanisandra,1093.0,2.0,68.1,2
6608,Thanisandra,1265.0,2.0,82.0,2
6609,Thanisandra,1948.0,4.0,129.0,4
6610,Thanisandra,1573.0,3.0,98.0,3
6611,Thanisandra,510.0,1.0,25.25,1
6612,Thanisandra,3216.0,4.0,226.0,4
6613,Thanisandra,1735.0,3.0,135.0,3
6614,Thanisandra,2050.0,3.0,145.0,3
6615,Thanisandra,1564.0,3.0,101.0,3
6616,Thanisandra,1411.0,3.0,100.0,3
6617,Thanisandra,1702.0,3.0,120.0,3
6618,Thanisandra,1056.0,2.0,65.0,2
6619,Thanisandra,2002.0,3.0,112.0,3
6620,Thanisandra,1651.0,3.0,97.38,3
6621,Thanisandra,1573.0,3.0,100.0,3
6622,Thanisandra,2144.0,3.0,145.0,3
6623,Thanisandra,663.0,1.0,46.1,1
6624,Thanisandra,1262.0,2.0,83.0,3
6625,Thanisandra,1694.0,3.0,125.0,3
6626,Thanisandra,1732.0,3.0,112.0,3
6627,Thanisandra,1533.0,3.0,75.885,3
6628,Thanisandra,1698.0,3.0,102.0,3
6629,Thanisandra,1265.0,2.0,79.0,3
6630,Thanisandra,1411.0,3.0,93.04,3
6631,Thanisandra,1996.0,3.0,135.0,3
6632,Thanisandra,2000.0,3.0,99.0,3
6633,Thanisandra,1801.0,3.0,115.0,3
6634,Thanisandra,1678.0,3.0,125.0,3
6635,Thanisandra,662.0,1.0,38.0,1
6636,Thanisandra,923.0,1.0,45.69,1
6637,Thanisandra,1874.0,4.0,130.0,3
6638,Thanisandra,2050.0,3.0,150.0,3
6639,Thanisandra,1265.0,2.0,83.0,2
6640,Thanisandra,1795.0,3.0,140.0,3
6641,Thanisandra,1296.0,2.0,80.0,2
6642,Thanisandra,1241.0,2.0,68.0,3
6643,Thanisandra,760.0,1.0,50.0,1
6644,Thanisandra,2800.0,5.0,380.0,4
6645,Thanisandra,777.0,1.0,38.46,1
6646,Thanisandra,1241.0,2.0,61.0,3
6647,Thanisandra,1930.0,4.0,122.0,3
6648,Thanisandra,1240.0,2.0,62.0,3
6649,Thanisandra,1573.0,3.0,95.0,3
6650,Thanisandra,2144.0,3.0,135.0,3
6651,Thanisandra,662.0,1.0,29.0,1
6652,Thanisandra,2072.0,3.0,122.0,3
6653,Thanisandra,1200.0,2.0,65.0,3
6654,Thanisandra,1098.0,2.0,71.0,2
6655,Thanisandra,1884.0,4.0,117.0,3
6656,Thanisandra,1265.0,2.0,85.0,2
6657,Thanisandra,1881.0,3.0,95.0,3
6658,Thanisandra,1491.0,3.0,88.0,3
6659,Thanisandra,1241.0,2.0,65.0,3
6660,Thanisandra,1732.0,3.0,85.73,3
6661,Thanisandra,1917.0,4.0,100.0,3
6662,Thanisandra,580.0,1.0,27.5,1
6663,Thanisandra,1800.0,4.0,125.0,3
6664,Thanisandra,2650.0,4.0,240.0,4
6665,Thanisandra,3500.0,5.0,160.0,6
6666,Thanisandra,2999.97,6.0,110.0,6
6667,Thanisandra,933.0,1.0,61.0,1
6668,Thanisandra,1056.0,2.0,70.0,2
6669,Thanisandra,1795.0,3.0,150.0,3
6670,Thanisandra,1595.0,3.0,105.0,3
6671,Thanisandra,1573.0,3.0,90.0,3
6672,Thanisandra,1564.0,3.0,105.0,3
6673,Thanisandra,777.0,1.0,38.535,1
6674,Thanisandra,1880.0,3.0,120.0,3
6675,Thanisandra,1697.0,3.0,110.0,3
6676,Thanisandra,1564.0,3.0,100.0,3
6677,Thanisandra,1573.0,3.0,115.0,3
6678,Thanisandra,1093.0,2.0,70.0,2
6679,Thanisandra,1930.0,4.0,120.0,3
6680,Thanisandra,663.0,1.0,46.0,1
6681,Thanisandra,1935.0,4.0,122.0,3
6682,Thanisandra,693.0,1.0,34.3,1
6683,Thanisandra,760.0,1.0,50.4,1
6684,Thanisandra,1825.0,3.0,100.0,3
6685,Thanisandra,1564.0,3.0,104.0,3
6686,Thanisandra,663.0,1.0,32.82,1
6687,Thanisandra,1492.0,3.0,88.0,3
6688,Thanisandra,1917.0,3.0,122.0,3
6689,Thanisandra,3671.0,4.0,220.0,4
6690,Thanisandra,1806.0,6.0,116.0,3
6691,Thanisandra,1801.0,3.0,115.0,3
6692,Thigalarapalya,1400.0,2.0,105.0,2
6693,Thigalarapalya,1000.0,2.0,48.53,2
6694,Thigalarapalya,1418.0,2.0,95.0,2
6695,Thigalarapalya,1418.0,2.0,105.0,2
6696,Thigalarapalya,3122.0,6.0,245.0,4
6697,Thigalarapalya,2072.0,4.0,160.0,3
6698,Thigalarapalya,4190.0,4.0,325.0,4
6699,Thigalarapalya,2072.0,4.0,155.0,3
6700,Thigalarapalya,2072.0,4.0,160.0,3
6701,Thigalarapalya,1418.0,2.0,106.0,2
6702,Thigalarapalya,1418.0,2.0,105.0,2
6703,Thigalarapalya,1418.0,2.0,103.0,2
6704,Thigalarapalya,2215.0,4.0,160.0,3
6705,Thigalarapalya,1418.0,2.0,104.0,2
6706,Thigalarapalya,2072.0,4.0,151.0,3
6707,Thigalarapalya,1418.0,2.0,101.0,2
6708,Thigalarapalya,3122.0,6.0,237.0,4
6709,Thigalarapalya,1165.0,2.0,95.0,2
